Year,ST,STATE,TotalPopulation,WorkForce,Employed,EmployedPercent,Unemployed,UnemployedPercent,H_MEAN,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90
2010,TX,Texas,"2,52,44,310",12241994,11244644,91.8530428948,997350,8.14695710519,20.3,7.99,9.69,15.14,24.78,37.83
2010,UT,Utah,"27,75,326",1356104,1249819,92.1624742645,106285,7.83752573549,19.29,8.42,10.54,15.04,23.32,34.65
2010,VT,Vermont,"6,25,982",359406,337487,93.9013260769,21919,6.09867392308,20.21,9.27,11.44,15.97,23.81,35.16
2010,VA,Virginia,"80,25,773",4157667,3860390,92.8499083741,297277,7.1500916259,23,8.42,10.94,17.18,28.35,45.9
2010,WA,Washington,"67,43,226",3511326,3160543,90.0099563527,350783,9.99004364733,23.53,9.61,12.58,18.76,29.58,43.18
2010,WV,West Virginia,"18,54,230",811128,740911,91.3432898383,70217,8.65671016165,17.01,7.8,9.04,13.19,20.98,30.01
2010,WI,Wisconsin,"56,90,263",3081515,2814394,91.3315041465,267121,8.6684958535,19.7,8.34,10.58,15.78,23.99,34.78
2010,WY,Wyoming,"5,64,513",303297,283743,93.5528541331,19554,6.44714586692,19.96,8.61,11.35,16.84,25.16,34.38
2010,PR,Puerto Rico,"37,21,525",1268673,1061056,83.6351053424,207617,16.3648946576,12.92,7.55,8.03,9.42,14.58,21.54
2011,AL,Alabama,"47,99,918",2202672,1990414,90.363612921,212258,9.63638707897,18.84,8.23,9.57,14.35,22.91,34.18
2011,AK,Alaska,"7,22,713",365916,338165,92.416018977,27751,7.58398102297,24.8,9.97,13.8,20.65,31.54,43.9
2011,AZ,Arizona,"64,67,163",3037016,2748469,90.4989963833,288547,9.50100361671,21,8.6,10.9,16.4,25.52,39.19
2011,AR,Arkansas,"29,39,493",1362688,1249512,91.694650573,113176,8.30534942701,17.47,8.18,9.43,13.68,20.78,30.36
2011,CA,California,"3,76,76,861",18415107,16258137,88.2869537494,2156970,11.7130462506,24.96,9.04,11.46,18.52,31.63,48.77
2011,CO,Colorado,"51,18,360",2736084,2507266,91.6370257638,228818,8.36297423617,22.84,8.79,11.54,17.82,28.3,42.85
2011,CT,Connecticut,"35,89,893",1914776,1745967,91.183877383,168809,8.81612261695,25.4,9.31,12.65,19.87,31.64,45.57
2011,DE,Delaware,"9,07,924",443346,410086,92.4979587049,33260,7.50204129506,22.8,8.72,11.28,17.4,28.06,42.82
2011,FL,Florida,"1,90,96,952",9300549,8371644,90.0123637863,928905,9.98763621373,19.59,8.38,10.16,14.79,23.14,35.71
2011,GA,Georgia,"98,11,610",4748773,4263314,89.7771698079,485459,10.2228301921,20.48,8.31,9.96,15.25,24.92,37.65
2011,HI,Hawaii,"13,77,864",660255,615320,93.1942961432,44935,6.80570385684,21.44,8.85,11.77,17.44,26.53,38.73
2011,ID,Idaho,"15,84,143",765183,701469,91.6733644109,63714,8.32663558913,18.52,8.33,9.97,14.51,22.36,33.58
2011,IL,Illinois,"1,28,60,012",6586894,5948368,90.3061139287,638526,9.69388607134,22.38,8.98,10.71,16.95,27.97,41.95
2011,IN,Indiana,"65,16,480",3181998,2891947,90.8846265774,290051,9.11537342261,19.08,8.39,10.22,15.04,23.05,34.12
2011,IA,Iowa,"30,65,223",1662395,1570190,94.4534842802,92205,5.54651571979,18.66,8.44,10.37,14.99,22.35,32.56
2011,KS,Kansas,"28,69,503",1491101,1394089,93.4939350185,97012,6.50606498151,19.24,8.38,10.16,14.82,23.26,34.71
2011,KY,Kentucky,"43,69,354",2056423,1862935,90.591040851,193488,9.40895914897,18.58,8.3,9.89,14.62,22.44,32.91
2011,LA,Louisiana,"45,75,404",2073219,1911022,92.176562148,162197,7.82343785196,18.65,8.25,9.65,14.77,22.75,33.22
2011,ME,Maine,"13,28,231",699274,644083,92.10738566,55191,7.89261434002,19.32,8.76,10.89,15.63,23.06,33.38
2011,MD,Maryland,"58,43,603",3096561,2872082,92.7506998893,224479,7.24930011067,24.93,8.83,12.02,19.45,31.55,48.45
2011,MA,Massachusetts,"66,11,923",3469309,3217754,92.7491324641,251555,7.25086753587,26.32,9.6,13.17,20.54,33.07,49.54
2011,MI,Michigan,"98,76,213",4685170,4198354,89.6094271926,486816,10.3905728074,21.01,8.62,10.8,16.47,26.34,37.94
2011,MN,Minnesota,"53,48,562",2946286,2755268,93.516651133,191018,6.48334886701,22.19,8.82,11.5,17.54,27.38,40.89
2011,MS,Mississippi,"29,78,162",1342814,1208749,90.0161154114,134065,9.98388458863,16.72,8.11,9.2,13.11,19.9,29.01
2011,MO,Missouri,"60,10,717",3047794,2789227,91.5162573324,258567,8.48374266765,19.47,8.33,10.02,14.99,23.72,35.46
2011,MT,Montana,"9,97,821",501230,466406,93.0522913632,34824,6.94770863675,17.71,8.33,9.88,14.13,21.67,30.87
2011,NE,Nebraska,"18,42,283",1003266,959063,95.594089703,44203,4.40591029697,18.82,8.41,10.29,14.82,22.58,33.45
2011,NV,Nevada,"27,18,379",1373117,1194265,86.9747443226,178852,13.0252556774,20.13,8.52,10.77,15.7,24.51,36.46
2011,NH,New Hampshire,"13,18,473",736304,696532,94.5984267368,39772,5.40157326322,21.74,8.88,11.56,16.99,26.34,39.25
2011,NJ,New Jersey,"88,41,243",4565272,4138466,90.651028022,426806,9.34897197801,24.78,8.94,11.85,19.01,31.49,46.7
2011,NM,New Mexico,"20,77,756",930361,860308,92.4703421575,70053,7.52965784249,19.61,8.48,9.97,14.92,24.15,36.29
2011,NY,New York,"1,95,19,529",9517370,8728058,91.7066164287,789312,8.2933835713,25.39,8.85,11.85,19.02,31.4,48.29
2011,NC,North Carolina,"96,50,963",4633079,4157543,89.736069685,475536,10.263930315,19.83,8.39,10.24,15.16,23.28,35.83
2011,ND,North Dakota,"6,85,476",388637,375153,96.5304384297,13484,3.46956157031,18.69,8.53,10.64,15.4,22.59,32.06
2011,OH,Ohio,"1,15,44,824",5771477,5261242,91.159368737,510235,8.84063126302,20,8.43,10.27,15.67,24.7,35.87
2011,OK,Oklahoma,"37,86,274",1772673,1668422,94.1189943097,104251,5.88100569028,18.36,8.25,9.66,14.26,21.95,32.82
2011,OR,Oregon,"38,68,031",1993892,1804323,90.4925141382,189569,9.50748586182,21.29,9.21,11.36,16.9,25.95,38.51
2011,PA,Pennsylvania,"1,27,44,293",6395505,5888745,92.0763098457,506760,7.92369015426,21.19,8.68,11.09,16.71,25.87,38.11
2011,RI,Rhode Island,"10,52,451",560056,498248,88.9639607468,61808,11.0360392532,22.78,8.88,11.57,17.72,28.54,42.45
2011,SC,South Carolina,"46,72,637",2175527,1945899,89.4449482815,229628,10.5550517185,18.54,8.26,9.72,14.45,22.29,33.41
2011,SD,South Dakota,"8,24,398",440935,420055,95.2646081622,20880,4.7353918378,17.01,8.53,10.3,13.78,19.6,28.46
2011,TN,Tennessee,"63,97,634",3125315,2844668,91.0202011637,280647,8.97979883628,18.81,8.31,9.92,14.56,22.3,33.6
2011,TX,Texas,"2,56,46,389",12504512,11535100,92.2475023416,969412,7.75249765845,20.72,8.28,9.87,15.44,25.37,38.68
2011,UT,Utah,"28,16,124",1350447,1259338,93.2534190531,91109,6.7465809469,19.69,8.55,10.63,15.41,23.99,35.33
2011,VT,Vermont,"6,26,730",358108,338464,94.5145040044,19644,5.48549599562,20.71,9.32,11.55,16.36,24.43,35.75
2011,VA,Virginia,"81,10,035",4211815,3934333,93.4118188952,277482,6.58818110482,23.5,8.59,11.04,17.45,28.94,47.08
2011,WA,Washington,"68,22,520",3461432,3140192,90.7194479048,321240,9.2805520952,24.17,9.7,12.88,19.3,30.55,44.38
2011,WV,West Virginia,"18,54,972",807025,741977,91.9397788173,65048,8.06022118274,17.42,8.14,9.23,13.46,21.47,31.05
2011,WI,Wisconsin,"57,09,640",3079767,2841002,92.2473031239,238765,7.75269687609,19.92,8.5,10.69,16.04,24.27,35.16
2011,WY,Wyoming,"5,67,725",306815,289019,94.1997620716,17796,5.80023792839,20.44,8.86,11.64,17.37,25.92,35.05
2011,PR,Puerto Rico,"36,78,732",1220246,1025560,84.0453482331,194686,15.9546517669,13.07,7.79,8.42,9.54,14.72,21.5
2012,AL,Alabama,"48,15,960",2176343,2003292,92.0485419807,173051,7.95145801926,19.01,8.24,9.54,14.4,23.12,34.73
2012,AK,Alaska,"7,31,089",365523,339476,92.8740462296,26047,7.12595377035,25.02,10.01,14,20.92,31.78,43.78
2012,AZ,Arizona,"65,49,634",3028879,2776350,91.6626250174,252529,8.33737498263,21.13,8.67,10.79,16.34,25.69,39.56
2012,AR,Arkansas,"29,50,685",1342758,1241128,92.4312497114,101630,7.56875028859,17.72,8.21,9.44,13.79,21.08,31.35
2012,CA,California,"3,80,11,074",18523796,16602671,89.6288806031,1921125,10.3711193969,25.17,9.04,11.46,18.64,32.09,49.49
2012,CO,Colorado,"51,89,867",2757220,2539940,92.1195987263,217280,7.88040127375,23.13,8.88,11.57,17.84,28.52,43.55
2012,CT,Connecticut,"35,93,795",1887417,1729838,91.6510765771,157579,8.34892342286,25.85,9.36,12.73,20.2,32.32,46.55
2012,DE,Delaware,"9,16,993",445572,413458,92.7926350848,32114,7.20736491521,23.25,8.76,11.38,17.65,28.7,43.94
2012,FL,Florida,"1,93,44,156",9383001,8588671,91.5343715726,794330,8.46562842741,19.68,8.51,10.07,14.72,23.19,35.89
2012,GA,Georgia,"99,14,668",4787389,4348099,90.8240170164,439290,9.17598298363,20.82,8.36,10.1,15.48,25.35,38.53
2012,HI,Hawaii,"13,91,820",647186,608302,93.9918354229,38884,6.00816457711,21.54,8.9,11.82,17.47,26.64,39.22
2012,ID,Idaho,"15,95,911",769254,713706,92.7789780749,55548,7.22102192514,18.48,8.35,9.94,14.58,22.37,33.56
2012,IL,Illinois,"1,28,70,798",6581881,5990653,91.0173398759,591228,8.98266012406,22.68,9.01,10.75,17.06,28.4,42.83
2012,IN,Indiana,"65,37,743",3169843,2905553,91.6623630886,264290,8.33763691135,19.38,8.44,10.3,15.26,23.45,34.7
2012,IA,Iowa,"30,76,310",1653144,1569881,94.9633546745,83263,5.03664532551,19.02,8.49,10.48,15.33,22.78,33.27
2012,KS,Kansas,"28,85,262",1485237,1400131,94.2698707344,85106,5.73012926557,19.53,8.42,10.25,15.06,23.6,35.23
2012,KY,Kentucky,"43,84,799",2059142,1891174,91.8428160855,167968,8.15718391447,18.72,8.36,10,14.78,22.67,33.2
2012,LA,Louisiana,"46,03,429",2080283,1933141,92.9268277441,147142,7.07317225589,18.86,8.3,9.77,14.93,22.97,33.74
2012,ME,Maine,"13,28,895",702638,650124,92.5261656785,52514,7.47383432151,19.64,8.84,11.04,15.84,23.59,34.07
2012,MD,Maryland,"58,89,651",3119647,2902307,93.0331861265,217340,6.96681387349,25.17,8.81,11.99,19.52,31.94,48.8
2012,MA,Massachusetts,"66,58,008",3485166,3252532,93.3250238296,232634,6.67497617043,26.73,9.6,13.26,20.88,33.52,50.5
2012,MI,Michigan,"98,87,238",4672701,4246659,90.882318385,426042,9.11768161498,21.14,8.64,10.8,16.52,26.47,38.33
2012,MN,Minnesota,"53,80,285",2946364,2781141,94.3923086217,165223,5.60769137825,22.42,8.81,11.5,17.74,27.78,41.6
2012,MS,Mississippi,"29,84,945",1316552,1198204,91.0107614435,118348,8.98923855647,16.98,8.16,9.27,13.37,20.3,29.57
2012,MO,Missouri,"60,25,415",3025316,2815279,93.0573533476,210037,6.94264665245,19.79,8.39,10.14,15.21,24.15,36.1
2012,MT,Montana,"10,05,196",506494,476176,94.0141442939,30318,5.98585570609,18.29,8.53,10.11,14.49,22.33,32.28
2012,NE,Nebraska,"18,55,725",1014991,974433,96.0041024994,40558,3.99589750057,19,8.48,10.44,15.01,22.77,33.95
2012,NV,Nevada,"27,52,565",1376384,1222711,88.8350198782,153673,11.1649801218,20.16,8.55,10.79,15.87,24.58,36.55
2012,NH,New Hampshire,"13,21,182",741094,700372,94.5051504937,40722,5.49484950627,21.92,8.91,11.61,17.18,26.52,39.52
2012,NJ,New Jersey,"88,73,211",4588035,4159987,90.6703414425,428048,9.32965855753,25,8.96,11.87,19.17,31.85,47.23
2012,NM,New Mexico,"20,83,784",927797,861619,92.8671896977,66178,7.13281030225,19.92,8.52,10.12,15.11,24.5,36.92
2012,NY,New York,"1,96,02,769",9612240,8793387,91.4811427929,818853,8.51885720706,25.76,8.87,11.87,19.19,31.99,49.56
2012,NC,North Carolina,"97,46,175",4680067,4245682,90.7184021083,434385,9.28159789165,20.07,8.42,10.28,15.31,23.64,36.39
2012,ND,North Dakota,"7,02,087",397874,385677,96.934456637,12197,3.06554336297,19.64,8.77,11.29,16.4,23.73,33.64
2012,OH,Ohio,"1,15,50,839",5705600,5284010,92.6109436343,421590,7.38905636568,20.52,8.57,10.38,16.03,25.47,36.68
2012,OK,Oklahoma,"38,17,054",1803868,1709262,94.7553812141,94606,5.24461878585,18.83,8.32,9.82,14.52,22.41,33.79
2012,OR,Oregon,"38,99,116",1953444,1780793,91.1617123398,172651,8.83828766015,21.75,9.3,11.49,17.14,26.59,39.66
2012,PA,Pennsylvania,"1,27,71,854",6462945,5957316,92.1764922957,505629,7.82350770431,21.4,8.73,11.14,16.78,26.12,38.7
2012,RI,Rhode Island,"10,52,901",558489,500436,89.6053458528,58053,10.3946541472,23.31,8.84,11.6,17.96,29.35,43.65
2012,SC,South Carolina,"47,20,760",2186880,1985620,90.7969344454,201260,9.20306555458,18.61,8.27,9.68,14.52,22.46,33.69
2012,SD,South Dakota,"8,34,441",442448,423504,95.7183669041,18944,4.28163309587,17.32,8.56,10.38,13.99,19.99,28.98
2012,TN,Tennessee,"64,54,306",3100682,2857952,92.1717222211,242730,7.82827777889,18.9,8.34,9.95,14.59,22.44,33.9
2012,TX,Texas,"2,60,71,655",12670483,11818688,93.2773281019,851795,6.72267189814,20.97,8.32,9.9,15.55,25.57,39.66
2012,UT,Utah,"28,55,782",1372970,1298807,94.5983524767,74163,5.40164752325,20.12,8.61,10.73,15.75,24.61,36.22
2012,VT,Vermont,"6,26,444",354859,337284,95.0473286573,17575,4.9526713427,21,9.43,11.73,16.61,24.94,36.26
2012,VA,Virginia,"81,92,048",4223850,3967988,93.9424458728,255862,6.05755412716,23.82,8.64,11.12,17.61,29.39,48.14
2012,WA,Washington,"68,95,226",3471290,3189275,91.8757868112,282015,8.12421318876,24.59,9.79,12.91,19.47,31.24,45.41
2012,WV,West Virginia,"18,56,560",807921,747387,92.5074357518,60534,7.49256424824,17.84,8.19,9.34,13.73,22.03,31.98
2012,WI,Wisconsin,"57,26,177",3073988,2857422,92.9548846645,216566,7.04511533552,20.15,8.58,10.82,16.18,24.57,35.62
2012,WY,Wyoming,"5,76,765",307272,290935,94.683212268,16337,5.31678773204,20.76,8.94,11.86,17.67,26.37,35.41
2012,PR,Puerto Rico,"36,34,488",1194288,1021392,85.523089908,172896,14.476910092,13.12,7.83,8.45,9.61,14.8,21.56
2013,AL,Alabama,"48,29,479",2168417,2011639,92.7699330894,156778,7.23006691056,19.35,8.27,9.62,14.61,23.64,35.4
2013,AK,Alaska,"7,36,879",364977,339732,93.083125786,25245,6.91687421399,25.53,10.12,14.15,21.32,32.53,44.63
2013,AZ,Arizona,"66,24,617",3036685,2801510,92.25553523,235175,7.74446476997,21.33,8.76,10.87,16.43,25.91,40.08
2013,AR,Arkansas,"29,58,663",1308388,1212406,92.6641026974,95982,7.33589730263,17.95,8.21,9.43,13.9,21.28,31.93
2013,CA,California,"3,83,35,203",18624333,16958740,91.0568985209,1665593,8.94310147912,25.49,9.08,11.55,18.71,32.41,50.58
2013,CO,Colorado,"52,67,603",2775676,2585966,93.1652685688,189710,6.83473143119,23.53,8.96,11.68,18.04,28.94,44.3
2013,CT,Connecticut,"35,96,003",1868823,1723929,92.2467777847,144894,7.75322221527,26.16,9.36,12.69,20.33,32.86,47.39
2013,DE,Delaware,"9,25,395",442495,412750,93.2778901457,29745,6.72210985435,23.68,8.85,11.55,17.94,29.1,44.55
2013,FL,Florida,"1,95,82,022",9446597,8762921,92.7627271493,683676,7.23727285074,19.78,8.59,10.09,14.74,23.19,35.92
2013,GA,Georgia,"99,84,938",4758379,4367153,91.7781664722,391226,8.22183352776,21.17,8.38,10.12,15.63,25.83,39.95
2013,HI,Hawaii,"14,06,481",649550,617997,95.1423293049,31553,4.8576706951,21.84,8.97,11.98,17.75,27,39.61
2013,ID,Idaho,"16,12,011",771896,724439,93.8518919647,47457,6.14810803528,18.67,8.36,10.01,14.68,22.5,33.87
2013,IL,Illinois,"1,28,79,505",6555064,5958988,90.9066334059,596076,9.09336659413,22.92,9.05,10.9,17.18,28.72,43.46
2013,IN,Indiana,"65,69,102",3190970,2946559,92.3405422176,244411,7.65945778243,19.61,8.45,10.33,15.38,23.78,35.17
2013,IA,Iowa,"30,91,930",1677542,1597884,95.2515048804,79658,4.74849511965,19.35,8.53,10.6,15.57,23.21,34.03
2013,KS,Kansas,"28,92,821",1486920,1407991,94.6917789794,78929,5.30822102063,19.83,8.5,10.46,15.44,24.01,35.59
2013,KY,Kentucky,"44,00,477",2057479,1891695,91.9423721943,165784,8.05762780568,19,8.4,10.14,15.01,23.08,33.81
2013,LA,Louisiana,"46,26,402",2105057,1964773,93.3358574138,140284,6.66414258616,18.99,8.31,9.84,15.03,23.1,34.02
2013,ME,Maine,"13,29,076",707362,660430,93.3652076306,46932,6.6347923694,19.92,8.87,11.13,16.06,23.91,34.72
2013,MD,Maryland,"59,31,129",3127157,2920244,93.3833510758,206913,6.61664892425,25.41,8.82,11.97,19.57,32.3,49.68
2013,MA,Massachusetts,"67,06,786",3511115,3274879,93.2717669458,236236,6.72823305417,27.12,9.6,13.32,21.07,34.02,51.51
2013,MI,Michigan,"98,98,982",4727634,4310032,91.1667865998,417602,8.83321340019,21.42,8.68,10.89,16.67,26.88,39.36
2013,MN,Minnesota,"54,18,521",2955278,2808758,95.0420907948,146520,4.95790920516,22.77,8.88,11.67,17.98,28.23,42.46
2013,MS,Mississippi,"29,90,482",1269720,1160510,91.3988910941,109210,8.6011089059,17.34,8.19,9.34,13.57,20.7,30.37
2013,MO,Missouri,"60,42,711",3022529,2820772,93.3248944841,201757,6.67510551594,20.2,8.43,10.27,15.55,24.78,36.79
2013,MT,Montana,"10,14,314",512246,484477,94.5789718221,27769,5.42102817787,18.79,8.65,10.3,14.79,22.85,33.32
2013,NE,Nebraska,"18,68,559",1018265,979613,96.2041315375,38652,3.79586846253,19.33,8.53,10.6,15.31,23.24,34.47
2013,NV,Nevada,"27,86,464",1382145,1249721,90.4189502549,132424,9.58104974514,20.3,8.57,10.83,16.03,24.69,36.6
2013,NH,New Hampshire,"13,22,687",742027,704309,94.916896555,37718,5.08310344502,22.22,8.93,11.58,17.21,26.82,40.55
2013,NJ,New Jersey,"88,99,162",4531860,4159541,91.7844108159,372319,8.21558918413,25.39,8.98,11.94,19.35,32.43,48.49
2013,NM,New Mexico,"20,85,193",923576,859297,93.040204596,64279,6.95979540395,19.94,8.53,10.13,15.14,24.52,36.77
2013,NY,New York,"1,96,73,546",9623087,8881173,92.2902702636,741914,7.70972973641,26.24,8.91,11.95,19.45,32.73,50.91
2013,NC,North Carolina,"98,41,590",4681714,4307942,92.0163427326,373772,7.9836572674,20.39,8.44,10.33,15.46,24.02,37.17
2013,ND,North Dakota,"7,24,019",407011,395216,97.1020439251,11795,2.8979560749,20.39,9.01,11.85,17.14,24.81,34.73
2013,OH,Ohio,"1,15,70,022",5715263,5288325,92.5298625803,426938,7.47013741975,20.76,8.67,10.48,16.22,25.72,37.04
2013,OK,Oklahoma,"38,52,415",1806060,1710381,94.7023354706,95679,5.29766452942,19.2,8.37,9.99,14.77,22.7,34.5
2013,OR,Oregon,"39,25,751",1906990,1756495,92.1082438817,150495,7.89175611828,22.01,9.37,11.55,17.24,26.91,40.46
2013,PA,Pennsylvania,"1,27,81,338",6441931,5968344,92.648368944,473587,7.35163105597,21.77,8.75,11.22,16.98,26.59,39.84
2013,RI,Rhode Island,"10,53,033",557117,505605,90.753827293,51512,9.24617270699,23.47,8.93,11.7,18.03,29.34,43.78
2013,SC,South Carolina,"47,67,894",2194317,2026668,92.3598550255,167649,7.6401449745,18.75,8.29,9.69,14.56,22.56,33.99
2013,SD,South Dakota,"8,44,922",444715,427911,96.2214002226,16804,3.77859977739,17.56,8.6,10.47,14.14,20.37,29.47
2013,TN,Tennessee,"64,94,821",3072525,2832883,92.2004865705,239642,7.79951342951,19.33,8.38,10.09,14.9,22.99,34.61
2013,TX,Texas,"2,64,73,525",12872236,12070818,93.7740575919,801418,6.22594240814,21.35,8.37,10.09,15.81,26.01,40.57
2013,UT,Utah,"29,02,663",1408454,1343807,95.4100737404,64647,4.58992625957,20.55,8.64,10.82,16,25.25,37.22
2013,VT,Vermont,"6,27,140",351255,335788,95.5966463111,15467,4.40335368892,21.18,9.57,12.05,17.01,25.46,36.41
2013,VA,Virginia,"82,62,692",4236572,3994587,94.2881886582,241985,5.71181134181,24.1,8.69,11.22,17.77,29.78,48.61
2013,WA,Washington,"69,68,006",3462206,3218574,92.9630992494,243632,7.03690075056,25.04,9.88,12.94,19.67,31.79,46.67
2013,WV,West Virginia,"18,53,231",798177,744204,93.2379660151,53973,6.76203398494,18.05,8.22,9.42,13.96,22.36,32.52
2013,WI,Wisconsin,"57,42,854",3082633,2875003,93.2645241908,207630,6.73547580915,20.34,8.62,10.91,16.32,24.91,36.03
2013,WY,Wyoming,"5,82,684",306345,291937,95.2968058888,14408,4.70319411121,21.05,8.98,11.97,17.79,26.73,35.8
2013,PR,Puerto Rico,"35,93,077",1166310,999534,85.7005427374,166776,14.2994572626,13.13,7.82,8.43,9.51,14.84,21.95
2014,AL,Alabama,"48,43,214",2162392,2015440,93.2041923943,146952,6.79580760565,19.66,8.3,9.72,14.83,23.95,36.04
2014,AK,Alaska,"7,36,705",365482,340487,93.1610859085,24995,6.83891409153,25.98,10.36,14.43,21.73,33.14,45.57
2014,AZ,Arizona,"67,19,993",3096112,2886392,93.2263432331,209720,6.77365676694,21.43,8.83,10.9,16.46,26.06,40.17
2014,AR,Arkansas,"29,66,912",1303116,1223806,93.9138188772,79310,6.08618112279,18.24,8.23,9.49,14.01,21.66,32.55
2014,CA,California,"3,86,80,810",18755036,17348650,92.5012887205,1406386,7.49871127947,25.91,9.15,11.68,18.84,32.79,51.68
2014,CO,Colorado,"53,49,648",2810414,2669954,95.0021598241,140460,4.99784017586,23.97,9.07,11.86,18.28,29.33,45.31
2014,CT,Connecticut,"35,91,873",1883738,1759110,93.3840056314,124628,6.61599436864,26.47,9.45,12.89,20.67,33.16,48.08
2014,DE,Delaware,"9,34,948",453251,427348,94.2850650081,25903,5.71493499187,23.81,8.98,11.63,18.03,29.31,44.82
2014,FL,Florida,"1,98,88,741",9579630,8978166,93.7214276543,601464,6.2785723457,20.11,8.69,10.22,14.93,23.63,36.56
2014,GA,Georgia,"1,00,87,231",4757073,4418480,92.8823249086,338593,7.11767509138,21.48,8.4,10.22,15.79,26.12,40.57
2014,HI,Hawaii,"14,16,349",666082,636985,95.6316189298,29097,4.3683810702,22.23,9.03,12.19,18.01,27.37,40.44
2014,ID,Idaho,"16,33,532",780877,742992,95.1484036538,37885,4.85159634616,19.12,8.43,10.22,14.93,22.85,34.5
2014,IL,Illinois,"1,28,67,544",6507198,6046064,92.9134782744,461134,7.08652172563,23.45,9.08,11.03,17.59,29.47,44.63
2014,IN,Indiana,"65,95,233",3227208,3035184,94.049841225,192024,5.95015877502,19.94,8.49,10.44,15.63,24.12,35.73
2014,IA,Iowa,"31,08,030",1703999,1631050,95.7189528867,72949,4.28104711329,19.77,8.62,10.86,15.91,23.74,34.78
2014,KS,Kansas,"28,99,360",1493990,1426199,95.4624194272,67791,4.53758057283,20.2,8.58,10.69,15.83,24.27,36.14
2014,KY,Kentucky,"44,13,057",2007192,1877815,93.5543286342,129377,6.44567136577,19.25,8.44,10.3,15.3,23.45,34.13
2014,LA,Louisiana,"46,47,880",2152211,2015122,93.6303178452,137089,6.36968215477,19.32,8.32,9.87,15.2,23.45,34.59
2014,ME,Maine,"13,30,719",696588,657353,94.367545809,39235,5.632454191,20.26,8.92,11.27,16.29,24.37,35.25
2014,MD,Maryland,"59,67,295",3125329,2943562,94.1840683013,181767,5.81593169871,25.7,8.86,12.09,19.63,32.58,50.43
2014,MA,Massachusetts,"67,49,911",3553751,3349160,94.2429562454,204591,5.75704375461,27.7,9.69,13.46,21.48,34.75,52.88
2014,MI,Michigan,"99,15,767",4754169,4408804,92.735533802,345365,7.26446619798,21.7,8.68,10.88,16.7,27.13,40.24
2014,MN,Minnesota,"54,53,109",2961335,2837610,95.8219856923,123725,4.17801430774,23.23,8.98,11.89,18.3,28.72,43.26
2014,MS,Mississippi,"29,92,400",1246853,1152789,92.455886941,94064,7.54411305904,17.67,8.22,9.41,13.76,21.16,30.91
2014,MO,Missouri,"60,60,930",3059081,2872378,93.8967618053,186703,6.10323819474,20.57,8.5,10.39,15.76,25.2,37.69
2014,MT,Montana,"10,22,867",513668,489681,95.3302522252,23987,4.66974777483,19.17,8.77,10.5,15.15,23.35,34.02
2014,NE,Nebraska,"18,81,145",1011783,978457,96.7062107191,33326,3.2937892809,19.75,8.61,10.77,15.66,23.79,35.2
2014,NV,Nevada,"28,33,013",1395375,1284908,92.0833467706,110467,7.91665322942,20.34,8.62,10.92,16.13,24.65,36.76
2014,NH,New Hampshire,"13,28,743",740995,709326,95.7261519983,31669,4.27384800167,22.63,8.98,11.69,17.51,27.31,41.3
2014,NJ,New Jersey,"89,25,001",4515812,4211531,93.2618762694,304281,6.73812373057,25.92,9.2,12.01,19.56,32.88,49.29
2014,NM,New Mexico,"20,83,024",922387,860395,93.2791767447,61992,6.72082325531,20.31,8.55,10.18,15.29,25,37.86
2014,NY,New York,"1,97,18,515",9570719,8965446,93.6757833973,605273,6.32421660274,26.75,9.08,12.01,19.65,33.2,51.88
2014,NC,North Carolina,"99,34,399",4687993,4392650,93.7000119241,295343,6.29998807592,20.81,8.46,10.39,15.63,24.45,38.23
2014,ND,North Dakota,"7,39,904",415361,404206,97.3143843548,11155,2.68561564519,21.2,9.34,12.46,17.75,25.79,35.98
2014,OH,Ohio,"1,15,94,408",5697706,5367285,94.2008064298,330421,5.79919357018,21.11,8.77,10.65,16.47,26.17,37.64
2014,OK,Oklahoma,"38,77,499",1793258,1712630,95.5038259972,80628,4.49617400285,19.64,8.42,10.19,15.17,23.22,35.25
2014,OR,Oregon,"39,68,371",1937891,1805954,93.1917223415,131937,6.80827765855,22.53,9.47,11.7,17.5,27.5,41.64
2014,PA,Pennsylvania,"1,27,90,565",6399191,6025456,94.1596523686,373735,5.84034763144,22,8.75,11.26,17.13,26.98,40.39
2014,RI,Rhode Island,"10,54,480",555419,512697,92.3081493431,42722,7.69185065689,23.83,9.03,11.87,18.43,29.8,44.45
2014,SC,South Carolina,"48,28,430",2224663,2081509,93.565137731,143154,6.43486226903,19.03,8.32,9.81,14.74,23.02,34.46
2014,SD,South Dakota,"8,52,561",448205,432825,96.5685344876,15380,3.43146551243,17.93,8.66,10.59,14.36,20.95,30.26
2014,TN,Tennessee,"65,44,663",3040071,2841456,93.4667644275,198615,6.53323557246,19.55,8.43,10.26,15.02,23.28,35.12
2014,TX,Texas,"2,69,44,751",13004363,12340575,94.8956515594,663788,5.1043484406,21.79,8.45,10.36,16.18,26.53,41.42
2014,UT,Utah,"29,41,836",1430504,1375910,96.1835828491,54594,3.81641715088,20.94,8.71,10.97,16.2,25.64,38.42
2014,VT,Vermont,"6,26,984",347962,334199,96.0446830401,13763,3.9553169599,21.41,9.75,12.28,17.39,25.85,36.74
